Year;Bird_ID;GLS_ID;Sex;Date;Nest;Nest_content;Capture_method;Headbill;Culmen;Wing;Right_tarsus;Mass;Index_body_condition;Muscle_Pectoral;Score_Personal;Long_Egg;Long_Egg_cm;Larg_Egg;Larg_Egg_cm;Vol_egg;Arrival_date;Arrival_date_num;Arrival_date_propre;Arrival_date_propre_num;date_enter_nest;date_enter_nest_num;Hatch_date;Hatch_date_num;weigh_hatching;Hatching_success;Chick_mass_gain_(g/d)_1st_15d;pente_chick_growth_1-15d;N_SIA_Blood;N_SIA_head_Feather;C_SIA_Blood;C_SIA_head_Feather;Chick_sex;Cortico;Hg_HF;Hg_blood;Season_Hg_Blood;Hg_BF;BF_side;Long_Median_15Oct_20Fev;Lat_Median_15Oct_20Fev;Long_Median_DecJan;Lat_Median_DecJan;Long_Median_Dec_20Fev;Lat_Median_Dec_20Fev;d_PL_15Oct_20Fev;d_PL_DecJan;d_PL_1Dec_20Fev;Max_d_col__Dec_Jan;Max_d_col__15Oct_20Fev;PL_Lat;PL_Long
2011;LIAK11EG21;MK12-12A157;F;19-juil;25;E;Nest;NA;NA;115;NA;137;NA;1,02;NA;42,23;4,223;31,91;3,191;21,9303148;NA;NA;NA;NA;18/06/2011;NA;31/07/2011;210;NA;NA;NA;6,32;NA;8,897142857;NA;-18,61321429;NA;8,3;4,03068;1,05762;breeding;4,09623;dorsal;40,26909547;54,04830121;43,80935428;53,06473553;42,96540562;53,08635087;998,564903;780,8967889;809,7784431;NA;NA;NA;NA
2011;LIAK11EG22;MK18-17586;M;19-juil;26;E;Nest;NA;NA;121;NA;162;NA;0,97;NA;42,98;4,298;31,57;3,157;21,84669528;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9,9339;NA;-19,00821429;NA;6,2;4,07053;1,01592;breeding;1,61407;ventral;54,73873778;57,26375767;54,65742577;56,86316179;52,78347922;57,49795581;1255,671888;1212,813415;1241,076608;NA;NA;NA;NA
2011;LIAK11EG23;SO-13;F;19-juil;27;C;Nest;NA;NA;120;NA;160;NA;1,03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19/07/2011;198;NA;NA;NA;5,98;NA;8,6669;NA;-18,18121429;F;4,4;NA;NA;breeding;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2011;LIAK11EG24;SO-15;M;19-juil;52;?;Nest;NA;NA;122;NA;155;NA;0,94;NA;48,28;4,828;31,2;3,12;23,96881843;NA;NA;NA;NA;NA;NA;21/07/2011;200;NA;NA;NA;5,17;NA;10,3191;NA;-19,81021429;F;4,5;NA;NA;breeding;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2011;LIAK11EG41;Mk14-3656;F;21-juil;M6;NA;Nest;54;15,5;124;22;163;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13/06/2011;NA;25/06/2011;NA;NA;NA;NA;NA;NA;NA;NA;8,2359;NA;-18,52921429;NA;3,0;NA;NA;breeding;NA;NA;35,96753699;56,4887508;39,35229997;53,07283254;38,43295683;52,05238041;1381,810111;958,0734927;932,2526253;NA;NA;NA;NA
2011;LIAK11EG44;Mk14-3679;M;22-juil;M6;E;Nest;53,5;14,8;119;21,2;158;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;06/06/2011;NA;25/06/2011;NA;NA;NA;NA;NA;NA;NA;NA;11,1025;NA;-19,31921429;NA;2,5;2,36398;1,04304;breeding;0,71289;ventral;48,27423669;46,49362022;47,87768001;45,13947715;48,25236566;44,40062689;20,1947119;173,8716068;252,5430393;NA;NA;NA;NA
2011;LIAK11EG48;MK18-17587;F;22-juil;43;C;Nest;NA;NA;121;NA;156;NA;0,96;NA;NA;NA;NA;NA;NA;NA;NA;13/06/2011;NA;23/06/2011;NA;21/07/2011;200;NA;NA;NA;NA;NA;7,3149;NA;-18,50821429;NA;3,5;5,7276;0,96457;breeding;4,32800;dorsal;48,28602333;43,52809638;48,23953294;41,90028095;48,11886137;42,47912619;349,5087114;530,545255;466,4311582;NA;NA;NA;NA
2011;LIAK11EG49;MK12-12A150;M;23-juil;24;E;Nest;NA;NA;117;NA;157;NA;0,935;NA;48,87;4,887;32,38;3,238;26,13161217;NA;NA;NA;NA;NA;NA;25/07/2011;204;NA;NA;NA;6,4;NA;9,8181;NA;-19,08521429;F;6,9;NA;NA;breeding;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2011;LIAK11EG50;MK18-17582;M;23-juil;17;E;Nest;NA;NA;123;NA;141;NA;0,825;NA;48,6;4,86;33,87;3,387;28,43392664;NA;NA;20/06/2011;NA;27/06/2011;NA;NA;NA;NA;NA;NA;NA;NA;9,0541;NA;-18,50121429;NA;6,2;2,57767;0,86509;breeding;2,17595;dorsal;49,0053892;47,47621284;50,17502513;44,98257692;49,59923588;45,94557238;103,1006036;235,9773356;126,5451692;NA;NA;NA;NA
2011;LIAK11EG51;MK18-17577;M;23-juil;16;E;Nest;NA;NA;118;NA;159;NA;0,93;NA;48,29;4,829;33,19;3,319;27,12950603;NA;NA;25/06/2011;NA;25/06/2011;NA;24/07/2011;203;NA;NA;NA;7,35;NA;8,6201;NA;-18,54821429;M;4,1;NA;0,98041;breeding;NA;NA;33,58266631;55,07646424;34,70003347;53,95954356;34,06871369;54,33867309;1389,283437;1258,584337;1316,350149;NA;NA;NA;NA
2011;LIAK11EG52;MK12-12A158;M;24-juil;36;C;Nest;NA;NA;117;NA;141;NA;0,86;NA;51,07;5,107;33,97;3,397;30,05571941;NA;NA;NA;NA;NA;NA;19/07/2011;198;NA;NA;NA;4,51;NA;10,9161;NA;-19,58321429;F;5,2;NA;1,25472;breeding;NA;NA;46,34201213;48,33272422;47,17491339;46,39972753;46,90499074;47,1461834;237,5456505;93,36330678;120,4445595;NA;NA;NA;NA
2011;LIAK11EG53;MK12-12A151;F;24-juil;38;E;Nest;NA;NA;118;NA;171;NA;0,95;NA;46,15;4,615;33,1;3,31;25,78682477;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9,626142857;NA;-18,75821429;NA;NA;2,68698;0,84594;breeding;NA;ventral;44,07554428;49,12477077;43,32257619;48,53333295;43,72355908;48,94578729;418,2540821;428,6255234;426,8545877;NA;NA;NA;NA
2011;LIAK11EG54;Mk14-3668;F;24-juil;NA;NA;Lasso;NA;NA;117;NA;163;NA;0,80;NA;NA;NA;NA;NA;NA;NA;NA;18/06/2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11,3151;NA;-19,06821429;NA;2,6;NA;1,24755;breeding;1,20503;ventral;41,08484911;52,24274879;43,69974565;48,18187603;42,52084351;48,46648188;810,3929431;386,6226749;479,200689;NA;NA;NA;NA
2011;LIAK11EG55;SO-36;F;25-juil;12;C;Nest;NA;NA;118;NA;159;NA;1,06;NA;48,66;4,866;32,36;3,236;25,9871891;NA;NA;NA;NA;NA;NA;21/07/2011;200;NA;NA;NA;7,45;NA;10,1041;NA;-17,86721429;NA;5,9;2,85431;NA;breeding;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2011;LIAK11EG56;SO-32;F;26-juil;44;C;Nest;NA;NA;124;NA;154;NA;0,93;NA;48,65;4,865;33,34;3,334;27,57936177;NA;NA;NA;NA;NA;NA;25/07/2011;204;NA;NA;NA;NA;NA;10,3279;NA;-18,81721429;NA;8;2,40409;NA;breeding;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2011;LIAK11EG57;SO-7;F;26-juil;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;48,5;4,85;32,4;3,24;25,9658136;NA;NA;NA;NA;NA;NA;29/07/2011;208;NA;NA;NA;NA;NA;9,5449;NA;-18,46121429;NA;5,7;4,13762;NA;breeding;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NL11_GR065;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14,59;NA;-21,41;NA;NA;NA;NA;2,47087;non-breeding;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NL11_GR084;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13,71;NA;-20,63;NA;NA;NA;NA;2,39473;non-breeding;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NL11_GR103;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14,31;NA;-21,83;NA;NA;NA;NA;3,42110;non-breeding;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NL11_GR068;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13,64;NA;-21,98;NA;NA;NA;NA;2,72889;non-breeding;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NL11_GR078;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14,99;NA;-21,68;NA;NA;NA;NA;3,28906;non-breeding;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NL11_GR079;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13,80;NA;-21,43;NA;NA;NA;NA;3,60915;non-breeding;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NL11_GR071;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13,34;NA;-21,15;NA;NA;NA;NA;1,85396;non-breeding;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NL11_GR086;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14,01;NA;-20,97;NA;NA;NA;NA;2,32305;non-breeding;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NL11_GR085;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14,57;NA;-21,20;NA;NA;NA;NA;3,05072;non-breeding;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NL11_GR100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14,27;NA;-21,45;NA;NA;NA;NA;3,23669;non-breeding;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NL11_GR076;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14,34;NA;-22,02;NA;NA;NA;NA;4,25517;non-breeding;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NL11_GR060;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14,97;NA;-21,07;NA;NA;NA;NA;3,79970;non-breeding;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NL11_GR069;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13,92;NA;-21,17;NA;NA;NA;NA;1,95569;non-breeding;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NL11_GR083;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13,91;NA;-20,44;NA;NA;NA;NA;1,71991;non-breeding;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
