code_usine;lat;lon;display_name;importance;Adresse  ;Code postal INSEE;INSEE;commune;postal;Ligne_5;type
34;46.8387462;0.5463744;Rue des Frères Montgolfier, Le Marais, Châtellerault, Vienne, Nouvelle-Aquitaine, France métropolitaine, 86100, France;0,053396004425116314;8 Rue des Frères Montgolfier;86066;86066;CHATELLERAULT;86100;TARGE;residential
35;46.8209497;0.5288116;10, Rue Henri Martin, Châteauneuf, Châtellerault, Vienne, Nouvelle-Aquitaine, France métropolitaine, 86100, France;6,267109178297121e-05;10 Rue Henri Martin;86066;86066;CHATELLERAULT;86100;TARGE;house
36;46.8143835;0.5505640;34, Rue Augustin Neveu, Faubourg Saint-Jacques, La Plaine d'Ozon, Châtellerault, Vienne, Nouvelle-Aquitaine, France métropolitaine, 86100, France;6,267109178297121e-05;34 Rue Augustin Neveu;86066;86066;CHATELLERAULT;86100;TARGE;house
37;46.8329682;0.5547621;86100, Le Marais, Châtellerault, Vienne, Nouvelle-Aquitaine, France métropolitaine, France;0,12006267109178297;39 Rue André Charles Boulle;86066;86066;CHATELLERAULT;86100;TARGE;postal_code
38;46.8160095;0.5420076;14, Rue de Sully, Faubourg Saint-Jacques, Châteauneuf, Châtellerault, Vienne, Nouvelle-Aquitaine, France métropolitaine, 86100, France;6,267109178297121e-05;14 Rue Sully;86066;86066;CHATELLERAULT;86100;TARGE;house
39;46.8124180;0.5272440;37, Rue de la Brelandière, La Brelandière, Châteauneuf, Châtellerault, Vienne, Nouvelle-Aquitaine, France métropolitaine, 86100, France;6,267109178297121e-05;37 Rue de la Brelandière;86066;86066;CHATELLERAULT;86100;TARGE;house
40;46.8196382;0.5572591;17, Impasse du Maréchal Leclerc, Châtellerault, Vienne, Nouvelle-Aquitaine, France métropolitaine, 86100, France;6,267109178297121e-05;17 Imp. du Maréchal Leclerc;86066;86066;CHATELLERAULT;86100;TARGE;house
41;46.8435341;0.5315198;Rue Georges Charpak, Châtellerault, Vienne, Nouvelle-Aquitaine, France métropolitaine, 86100, France;0,053396004425116314;Rue Georges Charpak;86066;86066;CHATELLERAULT;86100;TARGE;tertiary
42;46.8329682;0.5547621;86100, Le Marais, Châtellerault, Vienne, Nouvelle-Aquitaine, France métropolitaine, France;0,12006267109178297; rue 86100, 39 Rue Maurice Vlaminck;86066;86066;CHATELLERAULT;86100;TARGE;postal_code
43;46.8235889;0.5401818;149, Rue d'Antran, Faubourg Sainte-Catherine, Châteauneuf, Châtellerault, Vienne, Nouvelle-Aquitaine, France métropolitaine, 86100, France;6,267109178297121e-05;149 Rue d'Antran;86066;86066;CHATELLERAULT;86100;TARGE;house
44;46.8473626;0.5471467;Rue Maryse Bastié, Châtellerault, Vienne, Nouvelle-Aquitaine, France métropolitaine, 86100, France;0,05339283970397494;Rue Maryse Bastié;86066;86066;CHATELLERAULT;86100;TARGE;unclassified
45;46.8329682;0.5547621;86100, Le Marais, Châtellerault, Vienne, Nouvelle-Aquitaine, France métropolitaine, France;0,12006267109178297;56 Rue de la Rochefoucauld;86066;86066;CHATELLERAULT;86100;TARGE;postal_code
46;46.8354481;0.5336495;Avenue Alfred Nobel, Châtellerault, Vienne, Nouvelle-Aquitaine, France métropolitaine, 86100, France;0,053396004425116314;24 Av. Alfred Nobel;86066;86066;CHATELLERAULT;86100;TARGE;tertiary
47;46.8074348;0.5432438;28, Avenue Pierre Abelin, Faubourg Saint-Jacques, La Plaine d'Ozon, Châtellerault, Vienne, Nouvelle-Aquitaine, France métropolitaine, 86100, France;6,267109178297121e-05;28 Av. Pierre Abelin;86066;86066;CHATELLERAULT;86100;TARGE;house
48;46.8074222;0.5486796;16, Rue des Coquelicots, La Plaine d'Ozon, Châtellerault, Vienne, Nouvelle-Aquitaine, France métropolitaine, 86100, France;6,267109178297121e-05;16 Rue des Coquelicots;86066;86066;CHATELLERAULT;86100;TARGE;house
49;46.8160107;0.5342010;Rue des Loges, Châteauneuf, Châtellerault, Vienne, Nouvelle-Aquitaine, France métropolitaine, 86100, France;0,053396004425116314;67 Rue des Loges;86066;86066;CHATELLERAULT;86100;TARGE;tertiary
50;46.8229591;0.5357330;Rue du Sanital, Faubourg Sainte-Catherine, Châteauneuf, Châtellerault, Vienne, Nouvelle-Aquitaine, France métropolitaine, 86100, France;0,053396004425116314;Rue du Sanital;86066;86066;CHATELLERAULT;86100;TARGE;residential
51;46.8067172;0.5376554;31, Rue Aglophile Fradin, Faubourg Saint-Jacques, La Plaine d'Ozon, Châtellerault, Vienne, Nouvelle-Aquitaine, France métropolitaine, 86100, France;6,267109178297121e-05;31 Rue Aglophile Fradin;86066;86066;CHATELLERAULT;86100;TARGE;house
52;46.8242992;0.5335683;Rue du Pin, Châteauneuf, Châtellerault, Vienne, Nouvelle-Aquitaine, France métropolitaine, 86100, France;0,053396004425116314;6 Rue du Pin;86066;86066;CHATELLERAULT;86100;TARGE;residential
53;46.8261539;0.5318839;4 bis, Rue Thomas Edison, L'Aiguillon, Châteauneuf, Châtellerault, Vienne, Nouvelle-Aquitaine, France métropolitaine, 86100, France;6,267109178297121e-05;4bis Rue Thomas Edison;86066;86066;CHATELLERAULT;86100;TARGE;house
54;46.8354481;0.5336495;Avenue Alfred Nobel, Châtellerault, Vienne, Nouvelle-Aquitaine, France métropolitaine, 86100, France;0,053396004425116314;1 Av. Alfred Nobel;86066;86066;CHATELLERAULT;86100;TARGE;tertiary
55;46.8124954;0.5285020;Rue de la Brelandière, La Brelandière, Châteauneuf, Châtellerault, Vienne, Nouvelle-Aquitaine, France métropolitaine, 86100, France;0,053396004425116314;Rue de la Brelandière;86066;86066;CHATELLERAULT;86100;TARGE;tertiary
56;46.8076498;0.5380116;Rue Aglophile Fradin, Faubourg Saint-Jacques, La Plaine d'Ozon, Châtellerault, Vienne, Nouvelle-Aquitaine, France métropolitaine, 86100, France;0,053396004425116314;Rue Aglophile Fradin;86066;86066;CHATELLERAULT;86100;TARGE;residential
